source_id,title,current_path,path_at_commit,source_kind,file_format,tracked_state,branch_or_ref,commit_hash,git_first_seen,git_last_changed,filesystem_modified_time,historical_date_claim,date_confidence,sha256,size_bytes,version_label,previous_version,next_version,related_files,confidentiality,contains_personal_data,full_read_status,full_read_date,readable,access_problem,historical_relevance,can_prove,cannot_prove,candidate_topics,reviewer_notes
SRC-011,[Next-3] 验收报告：转发流程全部关键点击点启动前校准,docs/Issue-Next-3-forward-click-calibration-acceptance-report.md,docs/Issue-Next-3-forward-click-calibration-acceptance-report.md,acceptance_report,md,tracked_current,main,8082d04cf408212560051bfacfa7588531512f69,2026-07-02T09:04:10+08:00,2026-07-12T22:26:19+08:00,2026-07-02T01:03:58.243Z,,unknown,a7dc744574859a4b520545d6aaf9fab8301aa10e06587c7c292b63c24ccddc9c,15074,,,,"[""docs/tid/next/Issue-Next-3-forward-click-calibration-TID-V1.0.md""]",internal,false,fully_read,2026-07-25,true,,high,"[""报告所声称的验收结论、测试命令/数量、提交与残余风险""]","[""报告之外的实际运行行为"",""未执行人工测试的结果"",""远程发布对象当前状态""]","[""Next-3"",""forward-calibration""]",确认五区域原子校准、运行期接入和 109 项测试；真实浏览器与邮件验证未在本次执行。
SRC-012,[Next-4] 关键词规则支持 `any(...)` 分组表达式验收报告,docs/Issue-Next-4-keyword-any-group-acceptance-report.md,docs/Issue-Next-4-keyword-any-group-acceptance-report.md,acceptance_report,md,tracked_current,main,8082d04cf408212560051bfacfa7588531512f69,2026-07-03T01:14:31+08:00,2026-07-12T22:26:19+08:00,2026-07-02T16:55:52.259Z,,unknown,aac48bf96c71c967624de6b43795519329fe934be332035808653fad9f6f3cd7,5662,,,,"[""docs/tid/next/Issue-Next-4-keyword-any-group-TID-V1.0.md"",""docs/tid/next/Issue-Next-4-keyword-any-group-TID-V1.1.md""]",internal,false,fully_read,2026-07-25,true,,high,"[""报告所声称的验收结论、测试命令/数量、提交与残余风险""]","[""报告之外的实际运行行为"",""未执行人工测试的结果"",""远程发布对象当前状态""]","[""Next-4"",""any"",""keyword-rule""]",确认 any parser/matcher 核心语义；核心 62 项测试通过，但全量 discover 曾被 KeyboardInterrupt 中断。
SRC-013,[Next-5] 启动及批次刷新后自动应用「最近没看过」筛选并点击首位候选人验收报告,docs/Issue-Next-5-batch-filter-first-candidate-acceptance-report.md,docs/Issue-Next-5-batch-filter-first-candidate-acceptance-report.md,acceptance_report,md,tracked_current,main,8082d04cf408212560051bfacfa7588531512f69,2026-07-03T21:54:26+08:00,2026-07-12T22:26:19+08:00,2026-07-03T13:52:30.865Z,,unknown,bb734e031b52e6b23eb7cb86f10478963c4e7e8a27b0a3a415f29f4359a77a99,5884,,,,"[""docs/tid/next/Issue-Next-5-batch-filter-first-candidate-TID-V1.0.md"",""docs/tid/next/Issue-Next-5-batch-filter-first-candidate-TID-V1.1.md""]",internal,false,fully_read,2026-07-25,true,,high,"[""报告所声称的验收结论、测试命令/数量、提交与残余风险""]","[""报告之外的实际运行行为"",""未执行人工测试的结果"",""远程发布对象当前状态""]","[""Next-5"",""batch-filter"",""beta""]",确认四区域筛选归位、beta 包和人工 GUI 冒烟，并记录为 beta 而非 stable release。
SRC-014,[Next-6][P2] 验收报告：优化鼠标移动轨迹——贝塞尔路径、途中抖动与慢-快-慢三段变速,docs/Issue-Next-6-human-mouse-motion-acceptance-report.md,docs/Issue-Next-6-human-mouse-motion-acceptance-report.md,acceptance_report,md,tracked_current,main,8082d04cf408212560051bfacfa7588531512f69,2026-07-03T22:41:38+08:00,2026-07-12T22:26:19+08:00,2026-07-25T11:47:52.342Z,,unknown,80c9c71c09ee56a1c1ea1f338cec2649a736cefea50e6cf64f754b7003770791,8289,,,,"[""docs/tid/next/Issue-Next-6-human-mouse-motion-TID-V1.0.md""]",internal,false,fully_read,2026-07-25,true,,high,"[""报告所声称的验收结论、测试命令/数量、提交与残余风险""]","[""报告之外的实际运行行为"",""未执行人工测试的结果"",""远程发布对象当前状态""]","[""Next-6"",""bezier"",""mouse""]",确认贝塞尔移动、回退参数、165 项测试和范围审计；未执行真实 GUI。
SRC-015,[Next-7] WindMouse 可观察鼠标移动验收报告,docs/Issue-Next-7-windmouse-observable-motion-acceptance-report.md,docs/Issue-Next-7-windmouse-observable-motion-acceptance-report.md,acceptance_report,md,tracked_current,main,8082d04cf408212560051bfacfa7588531512f69,2026-07-10T00:42:04+08:00,2026-07-12T22:26:19+08:00,2026-07-07T16:05:50.870Z,,unknown,d340644799a496df2461afc4c318c30ed419385cb8d3273d102b0e46688de85d,6429,,,,[],internal,false,fully_read,2026-07-25,true,,high,"[""报告所声称的验收结论、测试命令/数量、提交与残余风险""]","[""报告之外的实际运行行为"",""未执行人工测试的结果"",""远程发布对象当前状态""]","[""Next-7"",""WindMouse"",""build""]",确认 WindMouse 行为、175 项测试、PyInstaller one-dir 构建和许可证收集；实机观感待发布前人工验证。
SRC-016,通用校准模板冒烟验收说明,docs/calibration-template-smoke-test.md,docs/calibration-template-smoke-test.md,smoke_test,md,tracked_current,main,c3840b8f6fbf50bf1f763c121b80199f2a3a7656,2026-07-10T08:53:17+08:00,2026-07-10T08:53:17+08:00,2026-07-10T00:45:56.911Z,,unknown,ab220902ec3bd83b7bf1318ae138d13aa79a663e827f342103804a15eaa6b227,4209,,,,"[""PRD-calibration-template-module.md"",""TID-calibration-template-module.md"",""docs/Issue-calibration-template-module-acceptance-report.md""]",internal,false,fully_read,2026-07-25,true,,high,"[""该 smoke_test 资料直接记录的项目事实""]","[""未由该资料直接记录的动机、实现或发布事实""]","[""calibration-profile"",""manual-smoke""]",给出模板模块自动化覆盖、人工冒烟、非交互错误处理和打包边界清单。
SRC-017,TID-Action-Mode-Favorite-Forward,docs/TID-Action-Mode-Favorite-Forward.md,docs/TID-Action-Mode-Favorite-Forward.md,tid,md,tracked_current,main,8082d04cf408212560051bfacfa7588531512f69,2026-07-10T00:42:04+08:00,2026-07-12T22:26:19+08:00,2026-07-09T15:45:44.607Z,,unknown,0a6119df05f8ff220f110d9357b9b00b78f47ad684e4c0f6b0ea7f0396c19f6f,23186,,,,"[""PRD-and-Codex-Prompt-Favorite-Action-Mode.md"",""docs/Issue-Action-Mode-Favorite-Forward-acceptance-report.md""]",internal,false,fully_read,2026-07-25,true,,high,"[""当时记录的目标、非目标、设计意图、风险与计划验收条件""]","[""最终代码是否按计划实现"",""自动化或人工验收是否通过"",""是否已进入发布""]","[""favorite"",""forward"",""action_mode""]",结合现有代码细化 action_mode 输入、CLI 兼容、运行期收藏校准、互斥分发和测试拆分。
SRC-018,Windows WindMouse 可观察鼠标移动 TID,docs/TID-Windows-WindMouse-Observable-Motion.md,docs/TID-Windows-WindMouse-Observable-Motion.md,tid,md,tracked_current,main,90365ca33321d90ebd1f734bd6bd237ba8cb7c94,2026-07-10T00:42:04+08:00,2026-07-10T00:42:04+08:00,2026-07-07T16:06:50.895Z,,unknown,c372307921e9bedca2947a25f8191f5129976d7fc2d9d47e56ead7bc02ffe774,5442,,,,[],internal,false,fully_read,2026-07-25,true,,high,"[""当时记录的目标、非目标、设计意图、风险与计划验收条件""]","[""最终代码是否按计划实现"",""自动化或人工验收是否通过"",""是否已进入发布""]","[""WindMouse"",""Windows"",""license""]",设计 WindMouse 1.0.2 两段移动、稳定收尾、贝塞尔回退、精确终点、打包收集和 GPL 边界。
SRC-019,BossOCR Windows Stable v1.1,docs/windows-stable-release.md,docs/windows-stable-release.md,release_notes,md,tracked_current,main,8082d04cf408212560051bfacfa7588531512f69,2026-07-02T22:38:26+08:00,2026-07-12T22:26:19+08:00,2026-07-02T16:00:45.580Z,,unknown,f015dc2f3b8098013e56aec58d20044da36ce2896de1b10f96b0e0788d93cc3c,5621,Windows Stable v1.1,,,[],internal,false,fully_read,2026-07-25,true,,high,"[""发布说明声称的功能范围、使用边界、资产名称与校验信息""]","[""远程 Release 当前是否存在且附件是否仍一致"",""代码真实执行细节""]","[""Windows"",""v1.1"",""release""]",记录 Windows Stable v1.1 功能、110 项测试、GUI 冒烟、单候选人真实转发验证和发布 SHA。
SRC-020,BossOCR Windows Edge Release Notes - 2026-07-02,docs/releases/windows-edge-release-notes-2026-07-02.md,docs/releases/windows-edge-release-notes-2026-07-02.md,release_notes,md,ignored,main,,,,2026-07-02T15:37:01.792Z,2026-07-02,confirmed,8734e551c13a40c707b08e4f7bf18c98f3362006e6a82c415023ebf7708fe1f1,4111,,,,[],internal,false,fully_read,2026-07-25,true,,high,"[""发布说明声称的功能范围、使用边界、资产名称与校验信息""]","[""远程 Release 当前是否存在且附件是否仍一致"",""代码真实执行细节""]","[""Windows"",""release"",""2026-07-02""]",记录 2026-07-02 Windows Edge 发布范围、人工验证、资产大小与 SHA，以及后续发布步骤。
SRC-021,BossOCR Windows Stable v1.2,docs/releases/windows-stable-v1.2.md,docs/releases/windows-stable-v1.2.md,release_notes,md,tracked_current,main,c36d6e7549e5098a4381861de40b271e718d5f20,2026-07-12T22:38:48+08:00,2026-07-12T22:38:48+08:00,2026-07-12T14:34:18.119Z,,unknown,3a75c4bd4cf49019bc2f21498c06278aa41e1aedffb3b975d47671a43e55b765,1563,Windows Stable v1.2,,,"[""PRD-calibration-template-module.md"",""TID-calibration-template-module.md"",""docs/Issue-calibration-template-module-acceptance-report.md"",""docs/calibration-template-smoke-test.md""]",internal,false,fully_read,2026-07-25,true,,high,"[""发布说明声称的功能范围、使用边界、资产名称与校验信息""]","[""远程 Release 当前是否存在且附件是否仍一致"",""代码真实执行细节""]","[""Windows"",""v1.2"",""calibration-profile""]",记录 v1.2 校准模板能力、兼容边界、人工 Windows 冒烟和发布文件名。
SRC-022,BossOCR Issue-Next TID 索引,docs/tid/next/README.md,docs/tid/next/README.md,documentation_index,md,untracked,main,,,,2026-07-25T11:47:29.244Z,,unknown,911039ee06307065d12a103969891489c1bf4ecfa812dec064a13080df3083f4,2759,,,,[],internal,false,fully_read,2026-07-25,true,,low,"[""该 documentation_index 资料直接记录的项目事实""]","[""未由该资料直接记录的动机、实现或发布事实""]","[""TID"",""index""]",已登记来源、定位、读取状态与可证明边界；正式需求抽取时需按主题与相邻材料交叉验证。
SRC-023,BossOCR PRD：新增收藏处理模式与 Codex TID 生成提示词,PRD-and-Codex-Prompt-Favorite-Action-Mode.md,PRD-and-Codex-Prompt-Favorite-Action-Mode.md,prd,md,ignored,main,,,,2026-07-09T15:28:12.370Z,,unknown,5ea17ebea1ac8ff3587c0dc3de25a2e1ef0d2752f95d7c1cf97547d5995f4007,14608,,,,"[""docs/TID-Action-Mode-Favorite-Forward.md"",""docs/Issue-Action-Mode-Favorite-Forward-acceptance-report.md""]",internal,false,fully_read,2026-07-25,true,,high,"[""当时记录的目标、非目标、设计意图、风险与计划验收条件""]","[""最终代码是否按计划实现"",""自动化或人工验收是否通过"",""是否已进入发布""]","[""favorite"",""forward"",""action_mode""]",提出互斥 favorite/forward action_mode、收藏按钮区域校准、中间 60% 落点和保留原转发链路。
SRC-024,PRD-calibration-template-module,PRD-calibration-template-module.md,PRD-calibration-template-module.md,prd,md,ignored,main,,,,2026-07-09T16:58:56.788Z,,unknown,bfc32dfb053c99c421cf778f6ad5fce404df84217cff6c8251108cb5262f5727,10533,,,,"[""TID-calibration-template-module.md"",""docs/Issue-calibration-template-module-acceptance-report.md"",""docs/calibration-template-smoke-test.md""]",internal,false,fully_read,2026-07-25,true,,high,"[""当时记录的目标、非目标、设计意图、风险与计划验收条件""]","[""最终代码是否按计划实现"",""自动化或人工验收是否通过"",""是否已进入发布""]","[""calibration-profile"",""persistence""]",定义通用、跨动作模式的 11 区域校准模板、现有字段复用、旧手工流程保留和模板异常回退。
SRC-025,TID-calibration-template-module,TID-calibration-template-module.md,TID-calibration-template-module.md,tid,md,ignored,main,,,,2026-07-09T23:58:02.552Z,,unknown,bd6856a045e782bb318460e6a8875c039e9b70479e7d0dcb888566107f6805d6,25790,,,,"[""PRD-calibration-template-module.md"",""docs/Issue-calibration-template-module-acceptance-report.md"",""docs/calibration-template-smoke-test.md""]",internal,false,fully_read,2026-07-25,true,,high,"[""当时记录的目标、非目标、设计意图、风险与计划验收条件""]","[""最终代码是否按计划实现"",""自动化或人工验收是否通过"",""是否已进入发布""]","[""calibration-profile"",""JSON"",""registry""]",设计多文件 JSON 模板、步骤注册表、独立生成入口、主程序注入、非交互加载和 9 个实施 Change。
SRC-026,Windows RapidOCR 接入与验证报告,WINDOWS_OCR_IMPLEMENTATION_REPORT.md,WINDOWS_OCR_IMPLEMENTATION_REPORT.md,implementation_report,md,ignored,main,,,,2026-07-01T00:32:51.407Z,2026-07-01,confirmed,daf59e8974bffb36186fe453fc4ffad281d5098fe14d628d0fed2ee862c33174,7695,,,,[],internal,false,fully_read,2026-07-25,true,,critical,"[""报告所声称的实现范围、环境、测试结果和未完成边界""]","[""原始业务动机的完整讨论"",""未执行的实机验证结果"",""正式发布状态""]","[""Windows"",""RapidOCR"",""DPI""]",记录 Windows RapidOCR 接入、DPI 拖框、真实静态图推理、29 项测试与尚未完成的真实 BOSS 页面核对。
SRC-027,Windows 环境初始化与测试报告,WINDOWS_SETUP_REPORT.md,WINDOWS_SETUP_REPORT.md,environment_setup_report,md,ignored,main,,,,2026-07-01T00:32:51.407Z,2026-06-30,confirmed,a0a8b6d3dcfa4fc86d74bd83455885ed8df2569f5856ee6af1a2d874c44fd2e0,4607,,,,[],internal,false,fully_read,2026-07-25,true,,high,"[""报告所声称的环境、依赖、导入和测试结果""]","[""产品功能已完整实现"",""真实业务页面已验收"",""正式发布状态""]","[""Windows"",""environment"",""RapidOCR""]",记录 Windows 环境初始化、依赖版本、13 项测试与真实拖框/DPI 尚待验证的边界。
SRC-028,BossOCR Windows 正式版 v1.0 发布前基线,Windows-current-baseline-before-official-v1.0.md,Windows-current-baseline-before-official-v1.0.md,baseline_handoff_document,md,ignored,main,,,,2026-07-03T14:51:35.388Z,2026-07-03,confirmed,6bfeb9b6e2783a64edc6f6fb95e4b6fb3a9568d528ec53cb876473636292445d,6457,Windows official v1.0 candidate,,,[],internal,false,fully_read,2026-07-25,true,,high,"[""文档声称的基线 commit、功能范围、测试与冻结边界""]","[""远程分支/Release 当前状态"",""文档之后发生的变更""]","[""Windows"",""baseline"",""v1.0""]",冻结 2026-07-03 Windows 正式版候选基线，汇总 Issue #1、Next-1 至 Next-6、P0 hotfix、测试和发布前门槛。
SRC-029,[Next-1] TID V1.0：转发流程点击区域启动前校准,docs/tid/next/Issue-Next-1-focus-restore-calibration-TID-V1.0.md,docs/tid/next/Issue-Next-1-focus-restore-calibration-TID-V1.0.md,tid,md,untracked,main,,,,2026-07-01T14:04:41.955Z,,unknown,caa35e235fe8331e592496ab667617c6c3b88e0518b0e73164b7676be5883ac3,13558,V1.0,,,"[""docs/Issue-Next-1-focus-restore-calibration-acceptance-report.md""]",internal,false,fully_read,2026-07-25,true,,critical,"[""当时记录的目标、非目标、设计意图、风险与计划验收条件""]","[""最终代码是否按计划实现"",""自动化或人工验收是否通过"",""是否已进入发布""]","[""Next-1""]",设计运行期焦点恢复区域校准，取消或失败回退默认区域，且所有转发退出路径统一使用区域内精确落点。
SRC-030,[Next-2] TID V1.0：关键词规则新增 not 排除逻辑,docs/tid/next/Issue-Next-2-keyword-not-rule-TID-V1.0.md,docs/tid/next/Issue-Next-2-keyword-not-rule-TID-V1.0.md,tid,md,untracked,main,,,,2026-07-01T14:36:09.368Z,,unknown,7e34b32d97d5d6ed72005fac2f917ac3ac869ed35bc56c2ce06ea78cd83ea55f,13687,V1.0,,,"[""docs/Issue-Next-2-keyword-not-rule-acceptance-report.md""]",internal,false,fully_read,2026-07-25,true,,critical,"[""当时记录的目标、非目标、设计意图、风险与计划验收条件""]","[""最终代码是否按计划实现"",""自动化或人工验收是否通过"",""是否已进入发布""]","[""Next-2""]",设计 not 原子、not > and > or 优先级、每个 OR 分支必须含正向条件和完整规则 OCR 二次确认。
SRC-031,[Next-3] TID V1.0：转发流程全部关键点击点启动前校准,docs/tid/next/Issue-Next-3-forward-click-calibration-TID-V1.0.md,docs/tid/next/Issue-Next-3-forward-click-calibration-TID-V1.0.md,tid,md,untracked,main,,,,2026-07-02T00:21:29.658Z,,unknown,b2dc920608551df785ffad2598f39a685dce55983eb9b1fb500acffe67df3db9,25029,V1.0,,,"[""docs/Issue-Next-3-forward-click-calibration-acceptance-report.md""]",internal,false,fully_read,2026-07-25,true,,critical,"[""当时记录的目标、非目标、设计意图、风险与计划验收条件""]","[""最终代码是否按计划实现"",""自动化或人工验收是否通过"",""是否已进入发布""]","[""Next-3""]",设计五个转发点击区域的原子校准、最小导航点击、默认回退和转发按钮校准期不点击的安全门。
SRC-032,[Next-4] TID V1.0：关键词规则支持 `any(...)` 分组表达式,docs/tid/next/Issue-Next-4-keyword-any-group-TID-V1.0.md,docs/tid/next/Issue-Next-4-keyword-any-group-TID-V1.0.md,tid,md,untracked,main,,,,2026-07-02T16:17:56.548Z,,unknown,5056c7360227e06f335f0038894890236a5da102965cd0841f0a71a879df21c8,19212,V1.0,,,"[""docs/Issue-Next-4-keyword-any-group-acceptance-report.md"",""docs/tid/next/Issue-Next-4-keyword-any-group-TID-V1.1.md""]",internal,false,fully_read,2026-07-25,true,,critical,"[""当时记录的目标、非目标、设计意图、风险与计划验收条件""]","[""最终代码是否按计划实现"",""自动化或人工验收是否通过"",""是否已进入发布""]","[""Next-4""]",设计 any(...) 作为独立原子参与外层逻辑，禁止展开为顶层 OR，并覆盖 parser/matcher 反例。 V1.0/V1.1 的修订或替代关系未见正文明确声明，本轮不建立 previous_version/next_version。
SRC-033,[Next-4] TID V1.1：关键词规则支持 `any(...)` 分组表达式,docs/tid/next/Issue-Next-4-keyword-any-group-TID-V1.1.md,docs/tid/next/Issue-Next-4-keyword-any-group-TID-V1.1.md,tid,md,untracked,main,,,,2026-07-02T16:26:02.210Z,,unknown,2bc014246abb07b04cbddf7ce193c8f8956edd48c67a19c585c053a06d797892,19986,V1.1,,,"[""docs/Issue-Next-4-keyword-any-group-acceptance-report.md"",""docs/tid/next/Issue-Next-4-keyword-any-group-TID-V1.0.md""]",internal,false,fully_read,2026-07-25,true,,critical,"[""当时记录的目标、非目标、设计意图、风险与计划验收条件""]","[""最终代码是否按计划实现"",""自动化或人工验收是否通过"",""是否已进入发布""]","[""Next-4""]",强化 any 原子不可展开、parser/matcher 必须同时可发布、重复项规范化拒绝和阻断验收反例。 V1.0/V1.1 的修订或替代关系未见正文明确声明，本轮不建立 previous_version/next_version。
